ID	Gene Name	Species	GOTERM_CC_DIRECT
ENSG00000131876	small nuclear ribonucleoprotein polypeptide A'(SNRPA1)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005686~U2 snRNP,GO:0019013~viral nucleocapsid,GO:0030529~intracellular ribonucleoprotein complex,GO:0030532~small nuclear ribonucleoprotein complex,GO:0071013~catalytic step 2 spliceosome,
ENSG00000077312	small nuclear ribonucleoprotein polypeptide A(SNRPA)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005685~U1 snRNP,GO:0005730~nucleolus,GO:0005737~cytoplasm,
ENSG00000143977	small nuclear ribonucleoprotein polypeptide G(SNRPG)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005682~U5 snRNP,GO:0005683~U7 snRNP,GO:0005685~U1 snRNP,GO:0005686~U2 snRNP,GO:0005687~U4 snRNP,GO:0005689~U12-type spliceosomal complex,GO:0005732~small nucleolar ribonucleoprotein complex,GO:0005829~cytosol,GO:0030532~small nuclear ribonucleoprotein complex,GO:0034709~methylosome,GO:0034719~SMN-Sm protein complex,GO:0043186~P granule,GO:0071004~U2-type prespliceosome,GO:0071011~precatalytic spliceosome,GO:0071013~catalytic step 2 spliceosome,GO:0097526~spliceosomal tri-snRNP complex,
ENSG00000128739	small nuclear ribonucleoprotein polypeptide N(SNRPN)	Homo sapiens	GO:0005681~spliceosomal complex,GO:0005682~U5 snRNP,GO:0005685~U1 snRNP,GO:0005686~U2 snRNP,GO:0005687~U4 snRNP,GO:0005737~cytoplasm,GO:0019013~viral nucleocapsid,GO:0030532~small nuclear ribonucleoprotein complex,GO:0046540~U4/U6 x U5 tri-snRNP complex,GO:0071004~U2-type prespliceosome,GO:0071013~catalytic step 2 spliceosome,
ENSG00000125835	small nuclear ribonucleoprotein polypeptides B and B1(SNRPB)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005682~U5 snRNP,GO:0005683~U7 snRNP,GO:0005685~U1 snRNP,GO:0005686~U2 snRNP,GO:0005687~U4 snRNP,GO:0005689~U12-type spliceosomal complex,GO:0005697~telomerase holoenzyme complex,GO:0005732~small nucleolar ribonucleoprotein complex,GO:0005829~cytosol,GO:0019013~viral nucleocapsid,GO:0030529~intracellular ribonucleoprotein complex,GO:0030532~small nuclear ribonucleoprotein complex,GO:0034709~methylosome,GO:0034719~SMN-Sm protein complex,GO:0046540~U4/U6 x U5 tri-snRNP complex,GO:0070062~extracellular exosome,GO:0071004~U2-type prespliceosome,GO:0071013~catalytic step 2 spliceosome,GO:0071204~histone pre-mRNA 3'end processing complex,
ENSG00000116030	small ubiquitin-like modifier 1(SUMO1)	Homo sapiens	GO:0000792~heterochromatin,GO:0001650~fibrillar center,GO:0001741~XY body,GO:0005634~nucleus,GO:0005643~nuclear pore,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0008076~voltage-gated potassium channel complex,GO:0016604~nuclear body,GO:0016605~PML body,GO:0016607~nuclear speck,GO:0030425~dendrite,GO:0031965~nuclear membrane,GO:0045202~synapse,GO:0097165~nuclear stress granule,
ENSG00000184900	small ubiquitin-like modifier 3(SUMO3)	Homo sapiens	GO:0000776~kinetochore,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0016605~PML body,GO:0070062~extracellular exosome,
ENSG00000177868	small vasohibin binding protein(SVBP)	Homo sapiens	GO:0005576~extracellular region,GO:0045177~apical part of cell,
ENSG00000128602	smoothened, frizzled class receptor(SMO)	Homo sapiens	GO:0005794~Golgi apparatus,GO:0005886~plasma membrane,GO:0005901~caveola,GO:0005929~cilium,GO:0016021~integral component of membrane,GO:0030666~endocytic vesicle membrane,GO:0043231~intracellular membrane-bounded organelle,GO:0060170~ciliary membrane,GO:0070062~extracellular exosome,GO:0072372~primary cilium,GO:0097542~ciliary tip,
ENSG00000124216	snail family transcriptional repressor 1(SNAI1)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,
ENSG00000019549	snail family transcriptional repressor 2(SNAI2)	Homo sapiens	GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0005737~cytoplasm,
ENSG00000185669	snail family transcriptional repressor 3(SNAI3)	Homo sapiens	GO:0005634~nucleus,GO:0005667~transcription factor complex,
ENSG00000169371	snurportin 1(SNUPN)	Homo sapiens	GO:0005634~nucleus,GO:0005643~nuclear pore,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000151466	sodium channel and clathrin linker 1(SCLT1)	Homo sapiens	GO:0005813~centrosome,GO:0005814~centriole,GO:0005829~cytosol,GO:0070062~extracellular exosome,GO:0071439~clathrin complex,GO:0097539~ciliary transition fiber,
ENSG00000166828	sodium channel epithelial 1 gamma subunit(SCNN1G)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009897~external side of plasma membrane,GO:0016324~apical plasma membrane,GO:0034706~sodium channel complex,GO:0070062~extracellular exosome,
ENSG00000102452	sodium leak channel, non-selective(NALCN)	Homo sapiens	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,
ENSG00000144285	sodium voltage-gated channel alpha subunit 1(SCN1A)	Homo sapiens	GO:0001518~voltage-gated sodium channel complex,GO:0005886~plasma membrane,GO:0014704~intercalated disc,GO:0016021~integral component of membrane,GO:0030018~Z disc,GO:0030315~T-tubule,GO:0033268~node of Ranvier,GO:0043025~neuronal cell body,GO:0043194~axon initial segment,
ENSG00000168356	sodium voltage-gated channel alpha subunit 11(SCN11A)	Homo sapiens	GO:0001518~voltage-gated sodium channel complex,GO:0005886~plasma membrane,GO:0044299~C-fiber,GO:0070062~extracellular exosome,
ENSG00000136531	sodium voltage-gated channel alpha subunit 2(SCN2A)	Homo sapiens	GO:0001518~voltage-gated sodium channel complex,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0030424~axon,GO:0031226~intrinsic component of plasma membrane,GO:0033268~node of Ranvier,GO:0034706~sodium channel complex,
ENSG00000007314	sodium voltage-gated channel alpha subunit 4(SCN4A)	Homo sapiens	GO:0001518~voltage-gated sodium channel complex,GO:0005887~integral component of plasma membrane,
ENSG00000183873	sodium voltage-gated channel alpha subunit 5(SCN5A)	Homo sapiens	GO:0001518~voltage-gated sodium channel complex,GO:0005622~intracellular,GO:0005783~endoplasmic reticulum,GO:0005886~plasma membrane,GO:0005901~caveola,GO:0009986~cell surface,GO:0014704~intercalated disc,GO:0016021~integral component of membrane,GO:0016328~lateral plasma membrane,GO:0030018~Z disc,GO:0030315~T-tubule,GO:0042383~sarcolemma,
ENSG00000196876	sodium voltage-gated channel alpha subunit 8(SCN8A)	Homo sapiens	GO:0001518~voltage-gated sodium channel complex,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0016023~cytoplasmic, membrane-bounded vesicle,GO:0030018~Z disc,GO:0031410~cytoplasmic vesicle,GO:0033268~node of Ranvier,GO:0043194~axon initial segment,
ENSG00000169432	sodium voltage-gated channel alpha subunit 9(SCN9A)	Homo sapiens	GO:0001518~voltage-gated sodium channel complex,GO:0005887~integral component of plasma membrane,GO:0042995~cell projection,
ENSG00000105711	sodium voltage-gated channel beta subunit 1(SCN1B)	Homo sapiens	GO:0001518~voltage-gated sodium channel complex,GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0014704~intercalated disc,GO:0030315~T-tubule,GO:0033268~node of Ranvier,
ENSG00000149575	sodium voltage-gated channel beta subunit 2(SCN2B)	Homo sapiens	GO:0001518~voltage-gated sodium channel complex,
ENSG00000166257	sodium voltage-gated channel beta subunit 3(SCN3B)	Homo sapiens	GO:0001518~voltage-gated sodium channel complex,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0030018~Z disc,
ENSG00000177098	sodium voltage-gated channel beta subunit 4(SCN4B)	Homo sapiens	GO:0001518~voltage-gated sodium channel complex,GO:0005886~plasma membrane,GO:0014704~intercalated disc,GO:0016021~integral component of membrane,GO:0031226~intrinsic component of plasma membrane,
ENSG00000106688	solute carrier family 1 member 1(SLC1A1)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0070062~extracellular exosome,
ENSG00000110436	solute carrier family 1 member 2(SLC1A2)	Homo sapiens	GO:0005886~plasma membrane,GO:0009986~cell surface,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0030673~axolemma,
ENSG00000115902	solute carrier family 1 member 4(SLC1A4)	Homo sapiens	GO:0005813~centrosome,GO:0005815~microtubule organizing center,GO:0005882~intermediate filament,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009986~cell surface,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0030425~dendrite,GO:0042470~melanosome,GO:0043025~neuronal cell body,GO:0070062~extracellular exosome,
ENSG00000105281	solute carrier family 1 member 5(SLC1A5)	Homo sapiens	GO:0005794~Golgi apparatus,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0042470~melanosome,GO:0070062~extracellular exosome,
ENSG00000105143	solute carrier family 1 member 6(SLC1A6)	Homo sapiens	GO:0005794~Golgi apparatus,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000253598	solute carrier family 10 member 5(SLC10A5)	Homo sapiens	GO:0005887~integral component of plasma membrane,
ENSG00000120519	solute carrier family 10 member 7(SLC10A7)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000074803	solute carrier family 12 member 1(SLC12A1)	Homo sapiens	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0070062~extracellular exosome,
ENSG00000064651	solute carrier family 12 member 2(SLC12A2)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0070062~extracellular exosome,GO:1903561~extracellular vesicle,
ENSG00000124067	solute carrier family 12 member 4(SLC12A4)	Homo sapiens	GO:0005765~lysosomal membrane,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000124140	solute carrier family 12 member 5(SLC12A5)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0043025~neuronal cell body,GO:0043198~dendritic shaft,
ENSG00000113504	solute carrier family 12 member 7(SLC12A7)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,
ENSG00000221955	solute carrier family 12 member 8(SLC12A8)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000146828	solute carrier family 12 member 9(SLC12A9)	Homo sapiens	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,
ENSG00000141469	solute carrier family 14 member 1 (Kidd blood group)(SLC14A1)	Homo sapiens	GO:0005730~nucleolus,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0016323~basolateral plasma membrane,GO:0043231~intracellular membrane-bounded organelle,
ENSG00000132874	solute carrier family 14 member 2(SLC14A2)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,
ENSG00000088386	solute carrier family 15 member 1(SLC15A1)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005903~brush border,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000163406	solute carrier family 15 member 2(SLC15A2)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,
ENSG00000110446	solute carrier family 15 member 3(SLC15A3)	Homo sapiens	GO:0005765~lysosomal membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0043231~intracellular membrane-bounded organelle,
ENSG00000155380	solute carrier family 16 member 1(SLC16A1)	Homo sapiens	GO:0005739~mitochondrion,GO:0005813~centrosome,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,
ENSG00000112394	solute carrier family 16 member 10(SLC16A10)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0016323~basolateral plasma membrane,
ENSG00000174326	solute carrier family 16 member 11(SLC16A11)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,
ENSG00000152779	solute carrier family 16 member 12(SLC16A12)	Homo sapiens	GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,
ENSG00000163053	solute carrier family 16 member 14(SLC16A14)	Homo sapiens	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,
ENSG00000168679	solute carrier family 16 member 4(SLC16A4)	Homo sapiens	GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000170190	solute carrier family 16 member 5(SLC16A5)	Homo sapiens	GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000108932	solute carrier family 16 member 6(SLC16A6)	Homo sapiens	GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000118596	solute carrier family 16 member 7(SLC16A7)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,
ENSG00000100156	solute carrier family 16 member 8(SLC16A8)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,
ENSG00000165449	solute carrier family 16 member 9(SLC16A9)	Homo sapiens	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,
ENSG00000119899	solute carrier family 17 member 5(SLC17A5)	Homo sapiens	GO:0005737~cytoplasm,GO:0005765~lysosomal membrane,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0030054~cell junction,GO:0030672~synaptic vesicle membrane,
ENSG00000104888	solute carrier family 17 member 7(SLC17A7)	Homo sapiens	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0030054~cell junction,GO:0030672~synaptic vesicle membrane,GO:0044300~cerebellar mossy fiber,GO:0048786~presynaptic active zone,GO:0060076~excitatory synapse,GO:0060203~clathrin-sculpted glutamate transport vesicle membrane,GO:0098794~postsynapse,
ENSG00000179520	solute carrier family 17 member 8(SLC17A8)	Homo sapiens	GO:0005771~multivesicular body,GO:0016021~integral component of membrane,GO:0030054~cell junction,GO:0030672~synaptic vesicle membrane,GO:0043204~perikaryon,GO:0043679~axon terminus,GO:0060076~excitatory synapse,GO:0097440~apical dendrite,GO:0097441~basilar dendrite,GO:0097451~glial limiting end-foot,GO:1990030~pericellular basket,
ENSG00000165646	solute carrier family 18 member A2(SLC18A2)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0008021~synaptic vesicle,GO:0016020~membrane,GO:0030672~synaptic vesicle membrane,GO:0043195~terminal bouton,GO:0070083~clathrin-sculpted monoamine transport vesicle membrane,
ENSG00000173638	solute carrier family 19 member 1(SLC19A1)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016323~basolateral plasma membrane,GO:0016324~apical plasma membrane,
ENSG00000117479	solute carrier family 19 member 2(SLC19A2)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,
ENSG00000135917	solute carrier family 19 member 3(SLC19A3)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,
ENSG00000117394	solute carrier family 2 member 1(SLC2A1)	Homo sapiens	GO:0000139~Golgi membrane,GO:0001939~female pronucleus,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005901~caveola,GO:0005911~cell-cell junction,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0016323~basolateral plasma membrane,GO:0016324~apical plasma membrane,GO:0030496~midbody,GO:0030864~cortical actin cytoskeleton,GO:0042470~melanosome,GO:0070062~extracellular exosome,GO:0072562~blood microparticle,
ENSG00000197496	solute carrier family 2 member 10(SLC2A10)	Homo sapiens	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0012505~endomembrane system,GO:0016021~integral component of membrane,GO:0048471~perinuclear region of cytoplasm,
ENSG00000146411	solute carrier family 2 member 12(SLC2A12)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0012505~endomembrane system,GO:0048471~perinuclear region of cytoplasm,
ENSG00000151229	solute carrier family 2 member 13(SLC2A13)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,
ENSG00000059804	solute carrier family 2 member 3(SLC2A3)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,
ENSG00000181856	solute carrier family 2 member 4(SLC2A4)	Homo sapiens	GO:0005771~multivesicular body,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005905~clathrin-coated pit,GO:0009897~external side of plasma membrane,GO:0012505~endomembrane system,GO:0012506~vesicle membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0030136~clathrin-coated vesicle,GO:0030140~trans-Golgi network transport vesicle,GO:0030315~T-tubule,GO:0030659~cytoplasmic vesicle membrane,GO:0032593~insulin-responsive compartment,GO:0045121~membrane raft,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,
